3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564 3.4584511564
3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699 3.4190837699
3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415 3.3637695415
3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616 3.2923100616
3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330 3.2044523330
3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293 3.0998903293
2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795 2.9782668795
2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678 2.8391758678
2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362 2.6821647362
2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722 2.5067372722
2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669 2.3123566669
2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234 2.0984488234
1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953 1.8644058953
1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338 1.6095900338
1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208 1.3333373208
1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620 1.0349618620
0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175 0.7137600175
0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404 0.3690147404
0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
